0,0,2
1,3,0
2,3,0
3,3,0
4,3,0
5,1,0
6,3,0
7,2,0
8,3,0
9,3,0
10,0,1
11,2,0
12,2,0
13,1,0
14,2,0
15,3,0
16,3,0
17,3,0
18,2,0
19,3,0
20,3,0
21,0,3
22,3,0
23,3,0
24,2,0
25,3,0
26,3,0
27,3,0
28,3,0
29,3,0
30,1,0
31,3,0
32,3,0
33,3,0
34,2,0
35,3,0
36,3,0
37,3,0
38,3,0
39,2,0
40,3,0
41,3,0
42,2,0
43,3,0
44,3,0
45,3,0
46,3,0
47,3,0
48,2,0
49,3,0
50,3,0
51,3,0
52,0,3
53,3,0
54,3,0
55,3,0
56,3,0
57,0,2
58,2,0
59,3,0
60,0,3
61,3,0
62,2,0
63,3,0
64,2,0
65,2,0
66,0,2
67,2,0
68,3,0
69,2,0
70,3,0
71,3,0
72,2,0
73,2,0
74,3,0
75,3,0
76,3,0
77,3,0
78,2,0
79,2,0
80,3,0
81,3,0
82,3,0
83,2,0
84,3,0
85,3,0
86,3,0
87,3,0
88,0,2
89,3,0
90,2,0
91,3,0
92,2,0
93,3,0
94,3,0
95,2,0
96,3,0
97,0,3
98,2,0
99,3,0
