0,3,0
1,3,0
2,3,0
3,3,0
4,2,0
5,3,0
6,3,0
7,2,0
8,2,0
9,3,0
10,0,3
11,3,0
12,3,0
13,3,0
14,3,0
15,3,0
16,3,0
17,3,0
18,3,0
19,3,0
20,3,0
21,3,0
22,3,0
23,2,0
24,3,0
25,3,0
26,3,0
27,3,0
28,2,0
29,3,0
30,3,0
31,3,0
32,3,0
33,3,0
34,3,0
35,3,0
36,3,0
37,3,0
38,3,0
39,3,0
40,3,0
41,3,0
42,2,0
43,3,0
44,3,0
45,2,0
46,3,0
47,3,0
48,0,3
49,3,0
50,3,0
51,3,0
52,0,2
53,3,0
54,3,0
55,2,0
56,3,0
57,3,0
58,0,2
59,3,0
60,3,0
61,3,0
62,2,0
63,3,0
64,2,0
65,0,2
66,3,0
67,3,0
68,3,0
69,3,0
70,3,0
71,3,0
72,2,0
73,2,0
74,3,0
75,3,0
76,3,0
77,3,0
78,3,0
79,3,0
80,0,2
81,3,0
82,3,0
83,3,0
84,3,0
85,3,0
86,2,0
87,3,0
88,3,0
89,2,0
90,3,0
91,2,0
92,3,0
93,0,2
94,3,0
95,3,0
96,0,3
97,3,0
98,3,0
99,3,0
