0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,2,0
7,3,0
8,0,1
9,3,0
10,3,0
11,3,0
12,3,0
13,3,0
14,3,0
15,3,0
16,3,0
17,2,0
18,3,0
19,3,0
20,3,0
21,3,0
22,3,0
23,3,0
24,3,0
25,3,0
26,3,0
27,3,0
28,3,0
29,2,0
30,3,0
31,0,1
32,3,0
33,3,0
34,3,0
35,0,2
36,2,0
37,3,0
38,3,0
39,3,0
40,3,0
41,3,0
42,3,0
43,2,0
44,2,0
45,3,0
46,3,0
47,2,0
48,2,0
49,3,0
50,0,2
51,0,2
52,3,0
53,3,0
54,3,0
55,2,0
56,2,0
57,3,0
58,0,3
59,3,0
60,2,0
61,2,0
62,3,0
63,0,3
64,3,0
65,0,3
66,1,0
67,0,3
68,2,0
69,2,0
70,3,0
71,3,0
72,3,0
73,3,0
74,3,0
75,3,0
76,3,0
77,3,0
78,3,0
79,3,0
80,3,0
81,2,0
82,3,0
83,0,3
84,3,0
85,3,0
86,3,0
87,2,0
88,2,0
89,3,0
90,0,3
91,3,0
92,0,2
93,0,3
94,3,0
95,0,3
96,2,0
97,3,0
98,3,0
99,3,0
