0,2,0
1,3,0
2,1,0
3,3,0
4,3,0
5,3,0
6,3,0
7,1,0
8,3,0
9,3,0
10,2,0
11,3,0
12,2,0
13,3,0
14,2,0
15,3,0
16,3,0
17,2,0
18,2,0
19,0,3
20,3,0
21,3,0
22,3,0
23,3,0
24,2,0
25,3,0
26,3,0
27,2,0
28,2,0
29,0,2
30,3,0
31,3,0
32,3,0
33,3,0
34,3,0
35,2,0
36,3,0
37,2,0
38,3,0
39,2,0
40,3,0
41,3,0
42,3,0
43,3,0
44,2,0
45,3,0
46,3,0
47,0,1
48,3,0
49,2,0
50,3,0
51,3,0
52,3,0
53,0,2
54,3,0
55,0,1
56,3,0
57,0,1
58,3,0
59,3,0
60,3,0
61,2,0
62,3,0
63,3,0
64,2,0
65,3,0
66,3,0
67,2,0
68,3,0
69,0,2
70,3,0
71,3,0
72,3,0
73,3,0
74,3,0
75,2,0
76,2,0
77,3,0
78,3,0
79,0,1
80,2,0
81,3,0
82,0,3
83,2,0
84,3,0
85,0,3
86,3,0
87,2,0
88,1,0
89,2,0
90,0,1
91,3,0
92,3,0
93,3,0
94,3,0
95,3,0
96,3,0
97,3,0
98,3,0
99,3,0
